Gene	sgRNA	Rep1|beta	Rep1|z	Rep1|p-value	Rep1|fdr	Rep1|wald-p-value	Rep1|wald-fdr	Rep2|beta	Rep2|z	Rep2|p-value	Rep2|fdr	Rep2|wald-p-value	Rep2|wald-fdr
hsa-mir-548as	4	-0.17434	-0.67213	0.13364	0.31529	0.5015	0.9996	0.17368	0.67149	0.19572	0.37056	0.50191	0.82639
MIS18BP1	6	-0.048907	-0.30518	0.63808	0.79061	0.76023	0.9996	-0.14807	-0.92269	0.21722	0.39515	0.35617	0.77447
NR1H3	6	0.13745	0.55403	0.11528	0.28883	0.57956	0.9996	-0.025166	-0.10087	0.84805	0.91033	0.91965	0.97718
SLC38A11	6	-0.33754	-1.7401	0.0003382	0.0080092	0.081833	0.9996	0.15398	0.80796	0.16383	0.33206	0.41912	0.79833
HS1BP3	6	0.061768	0.39864	0.45657	0.64922	0.69016	0.9996	0.21901	1.4128	0.048266	0.15984	0.15771	0.7059
MLXIP	6	0.19952	0.87353	0.023046	0.10821	0.38237	0.9996	0.2448	1.0682	0.026379	0.10986	0.28541	0.74972
TM4SF1	6	0.11017	0.54008	0.20113	0.40222	0.58914	0.9996	-0.20229	-0.97682	0.090637	0.23299	0.32866	0.76666
MRPS7	6	0.47552	1.0613	0	0	0.28856	0.9996	0.2315	0.50923	0.035946	0.13255	0.61059	0.86825
CEBPZ	6	0.02105	0.12191	0.76336	0.87139	0.90297	0.9996	0.23548	1.364	0.032757	0.12438	0.17258	0.71445
CSTA	6	0.15113	0.47648	0.084163	0.24104	0.63374	0.9996	0.085867	0.26823	0.4311	0.60181	0.78852	0.93494
CENPV	6	-0.16169	-0.75173	0.088704	0.24767	0.45221	0.9996	-0.18946	-0.87572	0.11243	0.26494	0.38118	0.78085
hsa-mir-1301	4	-0.02103	-0.098697	0.8996	0.94869	0.92138	0.9996	-0.26232	-1.2324	0.08165	0.21901	0.21781	0.72999
FBXO3	6	-0.25655	-1.6839	0.007537	0.055934	0.092207	0.9996	-0.01545	-0.10145	0.91516	0.95239	0.91919	0.9771
FSBP	6	-0.072577	-0.44709	0.45956	0.65186	0.65481	0.9996	0.15997	0.98585	0.1491	0.31355	0.3242	0.76532
TEX10	6	-0.0086781	-0.032644	0.97927	0.99125	0.97396	0.9996	-0.088547	-0.32993	0.46067	0.62668	0.74146	0.91674
SCUBE2	6	-0.16586	-1.137	0.081022	0.23593	0.25555	0.9996	0.018581	0.12736	0.84685	0.90993	0.89866	0.97119
TCAIM	6	-0.097105	-0.66723	0.31728	0.52938	0.50463	0.9996	-0.001791	-0.012309	0.9885	0.99291	0.99018	0.99697
VEZF1	6	-0.024907	-0.13247	0.83931	0.91533	0.89461	0.9996	0.39531	2.1023	0.00028988	0.0056764	0.035531	0.64072
RAB40AL	6	-0.11137	-0.48497	0.24906	0.4583	0.6277	0.9996	-0.0087891	-0.038176	0.96193	0.9779	0.96955	0.99148
KPNA1	6	-0.00081815	-0.00374	0.9527	0.97779	0.99702	0.9996	-0.085208	-0.38735	0.47744	0.64077	0.6985	0.89954
PARD3	6	-0.28544	-0.78852	0.0028022	0.029219	0.43039	0.9996	0.28711	0.80087	0.0085516	0.054697	0.42321	0.79994
C12orf40	6	0.098593	0.68761	0.24983	0.45932	0.4917	0.9996	0.27191	1.8949	0.0129	0.069713	0.058112	0.64316
PIGS	6	-0.10756	-0.47056	0.26684	0.47831	0.63796	0.9996	0.17554	0.7687	0.11218	0.26474	0.44207	0.80747
TTI1	6	0.18803	1.0017	0.032902	0.13702	0.31651	0.9996	-0.3821	-2.0157	0.0019326	0.020171	0.043832	0.64072
CLEC3B	6	0.21649	0.94529	0.014591	0.08127	0.34451	0.9996	0.42695	1.8643	0.00014494	0.0037406	0.062281	0.6459
hsa-mir-1976	4	-0.19261	-0.529	0.098077	0.26183	0.5968	0.9996	0.50059	1.3823	0.00024157	0.005423	0.16689	0.7102
HM13	6	-0.33336	-1.2751	0.00038651	0.008658	0.20226	0.9996	0.02458	0.094234	0.8065	0.88548	0.92492	0.97881
OPTN	6	0.10065	0.44685	0.24017	0.44836	0.65499	0.9996	0.25864	1.1472	0.018697	0.088055	0.25131	0.73848
LETMD1	6	-0.13636	-0.61647	0.15296	0.34039	0.53758	0.9996	0.24858	1.1271	0.023964	0.1031	0.25968	0.74219
MIB2	6	-0.0071467	-0.023799	0.99174	0.99612	0.98101	0.9996	0.50236	1.6886	0	0	0.091302	0.66554
CCDC41	6	0.053735	0.27223	0.51285	0.69819	0.78545	0.9996	-0.025377	-0.12695	0.84636	0.90984	0.89898	0.97119
RTEL1	6	0.22124	1.3429	0.012465	0.073916	0.17931	0.9996	-0.018878	-0.11441	0.89033	0.93777	0.90892	0.97412
CYSLTR1	6	0.082863	0.3685	0.32916	0.53852	0.7125	0.9996	-0.33388	-1.4823	0.0067156	0.047603	0.13825	0.70378
RAD21L1	6	-0.1646	-0.63716	0.083245	0.23951	0.52402	0.9996	0.24347	0.94992	0.027056	0.11158	0.34216	0.771
hsa-mir-892a	4	0.081867	0.37459	0.41854	0.61861	0.70797	0.9996	0.12096	0.55166	0.36912	0.54673	0.58118	0.85517
FAM114A2	6	-0.038084	-0.19177	0.72529	0.84828	0.84792	0.9996	0.26916	1.3585	0.014059	0.07414	0.17432	0.71445
SYCP3	6	0.13487	0.4383	0.12103	0.29761	0.66117	0.9996	-0.23725	-0.75338	0.048072	0.15951	0.45122	0.8111
COX6A2	6	0.083954	0.40569	0.32428	0.53489	0.68497	0.9996	-0.1613	-0.77514	0.17978	0.3521	0.43826	0.8057
CXorf38	6	-0.0088512	-0.04841	0.97802	0.99094	0.96139	0.9996	-0.17426	-0.93405	0.14567	0.30945	0.35028	0.77372
POP1	6	0.087358	0.35471	0.30636	0.51916	0.72281	0.9996	0.039329	0.15877	0.70582	0.81873	0.87385	0.96277
AKT1S1	6	-0.096216	-0.46446	0.32134	0.53212	0.64232	0.9996	0.016785	0.081032	0.85955	0.9182	0.93542	0.98205
AGPAT5	6	0.30435	1.4007	0.0010629	0.016717	0.16131	0.9996	0.19788	0.90896	0.073582	0.20584	0.36337	0.77574
ANKRA2	6	0.10892	0.81684	0.20582	0.40727	0.41402	0.9996	0.11531	0.86299	0.29283	0.47437	0.38814	0.7834
CDC45	6	-0.56965	-0.99463	0	0	0.31992	0.9996	0.13662	0.24256	0.21398	0.39177	0.80835	0.9413
CYP2S1	6	0.065254	0.44401	0.43463	0.63134	0.65704	0.9996	0.15846	1.0766	0.1519	0.31649	0.28166	0.74851
CYP4B1	6	0.0065065	0.035498	0.88429	0.9414	0.97168	0.9996	-0.069202	-0.37714	0.56769	0.7162	0.70607	0.90213
GSTM1	6	0.014483	0.10433	0.81708	0.90249	0.9169	0.9996	-0.017669	-0.1271	0.89946	0.94344	0.89886	0.97119
MRPL14	6	0.02737	0.13133	0.7121	0.84021	0.89552	0.9996	-0.11802	-0.55887	0.32457	0.50489	0.57625	0.85308
SYNGR2	6	0.031902	0.084144	0.67581	0.81648	0.93294	0.9996	0.27436	0.72557	0.01174	0.065043	0.4681	0.81652
DDX24	6	-0.25007	-1.2579	0.0086965	0.060708	0.20843	0.9996	-0.10992	-0.55254	0.3597	0.53832	0.58058	0.85479
hsa-mir-200b	4	-0.020441	-0.072192	0.90434	0.9502	0.94245	0.9996	-0.2686	-0.92616	0.074403	0.20707	0.35436	0.77447
LEMD3	4	0.045104	0.26271	0.63103	0.78581	0.79277	0.9996	0.27698	1.6137	0.037685	0.13657	0.1066	0.68353
SLC22A1	6	0.24108	1.1791	0.0066673	0.051339	0.23836	0.9996	0.42022	2.055	0.00014494	0.0037406	0.039879	0.64072
MAPK1	6	-0.25331	-1.5876	0.0081167	0.058455	0.11238	0.9996	-0.26254	-1.6303	0.030438	0.11907	0.10304	0.67914
VEGFB	6	-0.026309	-0.12189	0.82612	0.90764	0.90299	0.9996	-0.026899	-0.12363	0.83641	0.90416	0.90161	0.9722
STK3	6	0.19426	1.3784	0.027442	0.12106	0.16809	0.9996	-0.08154	-0.57896	0.49696	0.6578	0.56262	0.84932
BAZ2B	6	-0.05364	-0.27166	0.59967	0.76414	0.78588	0.9996	-0.14195	-0.71313	0.23664	0.41582	0.47576	0.81838
NLRP4	6	0.090583	0.4214	0.29032	0.50356	0.67347	0.9996	-0.072437	-0.3347	0.54981	0.70253	0.73785	0.91555
RFC2	6	-0.0039578	-0.026292	0.97889	0.99124	0.97902	0.9996	0.06488	0.4305	0.54827	0.70127	0.66683	0.88725
KATNAL1	6	0.18235	0.94159	0.038071	0.14958	0.3464	0.9996	0.47989	2.4779	0	0	0.013215	0.63087
CDCA8	6	-0.18603	-0.70008	0.050874	0.17916	0.48388	0.9996	0.44552	1.7173	0.00014494	0.0037406	0.085931	0.66114
GAPDH	6	-0.51432	-1.9622	0	0	0.04974	0.9996	-0.19062	-0.72991	0.11054	0.26272	0.46545	0.81459
ARAP3	6	0.038884	0.26261	0.62107	0.779	0.79285	0.9996	0.25299	1.7087	0.021886	0.097861	0.087514	0.66123
SIRT2	6	0.074627	0.49756	0.37521	0.58003	0.61879	0.9996	-0.26345	-1.7499	0.029906	0.11773	0.080134	0.65665
CHERP	6	-0.037807	-0.17709	0.72741	0.84985	0.85944	0.9996	0.475	2.2386	0	0	0.025181	0.6378
hsa-mir-6811	4	-0.2035	-0.49234	0.080926	0.23585	0.62248	0.9996	0.3123	0.76543	0.019519	0.090401	0.44402	0.80851
IKZF1	6	0.028619	0.10385	0.70229	0.83444	0.91729	0.9996	0.26077	0.94636	0.0172	0.083451	0.34397	0.77122
EIF5AL1	6	-0.32949	-1.2633	0.00043482	0.0094241	0.20649	0.9996	-0.021323	-0.082076	0.87482	0.92814	0.93459	0.98198
BDP1	6	-0.12578	-0.55948	0.18983	0.3877	0.57584	0.9996	0.27849	1.2463	0.010677	0.062166	0.21264	0.72695
hsa-mir-4688	4	-0.065638	-0.27387	0.59682	0.76192	0.78418	0.9996	-0.20565	-0.8559	0.16973	0.33952	0.39205	0.78623
NRXN1	6	-0.064889	-0.44403	0.51445	0.69928	0.65702	0.9996	0.10459	0.7157	0.33742	0.51707	0.47417	0.81821
PHOSPHO2-KLHL23	2	-0.18368	-0.33866	0.27404	0.48645	0.73487	0.9996	0.66111	1.2284	0.00048314	0.0082576	0.21929	0.73077
PSMA3	6	0.14402	0.48588	0.098367	0.26244	0.62705	0.9996	0.44822	1.5165	0.00014494	0.0037406	0.12938	0.69971
EPRS	6	-0.34685	-1.6725	0.00028988	0.0074813	0.094422	0.9996	-0.13555	-0.65365	0.25814	0.43827	0.51334	0.8319
THRA	6	0.031497	0.095372	0.67968	0.81917	0.92402	0.9996	0.11346	0.3428	0.30061	0.4815	0.73175	0.91331
SH3BP4	6	-0.092244	-0.36737	0.34187	0.5507	0.71335	0.9996	-0.096285	-0.3823	0.42149	0.59282	0.70224	0.90121
SNAPIN	6	-0.09878	-0.4148	0.31017	0.5228	0.67829	0.9996	0.088504	0.37155	0.41729	0.58931	0.71023	0.90395
TAAR2	6	0.11935	0.78054	0.16726	0.35887	0.43508	0.9996	-0.20151	-1.3114	0.091845	0.23481	0.18974	0.71622
HES6	6	0.095537	0.55615	0.26539	0.47691	0.57811	0.9996	-0.56004	-3.2511	9.66E-05	0.0033389	0.0011497	0.38971
PVRL3	6	-0.007577	-0.031438	0.98821	0.99484	0.97492	0.9996	-0.16727	-0.68962	0.16393	0.33213	0.49043	0.82408
ECEL1	6	0.062091	0.2482	0.45439	0.64755	0.80398	0.9996	-0.00035268	-0.001402	0.97937	0.98782	0.99888	0.99956
TMEM134	6	-0.027934	-0.16331	0.81225	0.89976	0.87027	0.9996	0.23849	1.3947	0.030534	0.11929	0.16311	0.70835
hsa-mir-548ax	4	-0.044091	-0.15866	0.73997	0.85741	0.87393	0.9996	0.31271	1.1305	0.019374	0.090153	0.25828	0.74099
PIK3CG	6	0.08734	0.60279	0.3065	0.51921	0.54665	0.9996	0.04138	0.28544	0.69166	0.80849	0.7753	0.93004
SHPK	6	-0.081814	-0.47001	0.40158	0.60308	0.63835	0.9996	-0.040574	-0.23226	0.74693	0.84684	0.81633	0.94378
hsa-mir-4728	4	0.36052	1.1691	0.0014011	0.019205	0.24236	0.9996	0.59149	1.9183	0	0	0.055078	0.64215
hsa-mir-6880	4	-0.22106	-0.60162	0.057252	0.19156	0.54743	0.9996	0.24473	0.67775	0.067011	0.19483	0.49793	0.82614
ELOVL6	6	-0.019398	-0.11982	0.88704	0.9426	0.90463	0.9996	0.050813	0.31358	0.63175	0.76401	0.75384	0.92309
hsa-mir-944	3	0.1149	0.53879	0.33399	0.54305	0.59003	0.9996	-0.030138	-0.14056	0.87501	0.92825	0.88822	0.9676
PRKCQ	6	0.20436	0.75705	0.020437	0.101	0.44902	0.9996	-0.021267	-0.078009	0.87545	0.92856	0.93782	0.98246
SGOL1	6	-0.23159	-0.91804	0.013286	0.076773	0.3586	0.9996	-0.18648	-0.73619	0.11847	0.27412	0.46161	0.81349
DDIT4	6	-0.097925	-0.35083	0.3138	0.52625	0.72571	0.9996	-0.60086	-2.1324	0	0	0.032973	0.64072
POT1	6	0.12554	0.65265	0.1476	0.33312	0.51398	0.9996	0.004281	0.022083	0.94608	0.9683	0.98238	0.99508
LAMTOR4	6	0.12199	0.6347	0.15852	0.34815	0.52562	0.9996	0.084782	0.43999	0.43671	0.60656	0.65995	0.88503
KIF3A	6	0.34549	1.5344	0.00028988	0.0074813	0.12494	0.9996	0.32055	1.422	0.0032853	0.030022	0.15504	0.7059
hsa-mir-4690	4	0.14936	0.40764	0.16002	0.35022	0.68354	0.9996	-1.0281	-2.5549	0	0	0.010621	0.60677
hsa-mir-4443	4	-0.28801	-0.97234	0.014011	0.079257	0.33088	0.9996	0.3805	1.2967	0.0048797	0.039438	0.19475	0.71899
EID3	6	-0.088476	-0.66339	0.36318	0.56925	0.50708	0.9996	0.19206	1.4415	0.082134	0.21992	0.14943	0.70562
HPS6	6	-0.036883	-0.19642	0.73582	0.85476	0.84428	0.9996	0.19056	1.0149	0.084646	0.22375	0.31013	0.75964
FBXL19	6	0.19106	1.1228	0.030341	0.13026	0.2615	0.9996	0.14846	0.87191	0.17808	0.34978	0.38326	0.78085
AMACR	6	-0.16549	-0.76286	0.081554	0.23691	0.44555	0.9996	0.057659	0.26588	0.58875	0.73123	0.79033	0.93573
COPS5	6	-0.26469	-0.91432	0.0057493	0.046448	0.36055	0.9996	0.10456	0.36138	0.33771	0.51736	0.71781	0.90787
PMF1-BGLAP	4	-0.10162	-0.51472	0.39183	0.5954	0.60675	0.9996	0.2661	1.3501	0.046285	0.15608	0.17697	0.71487
hsa-mir-3160-1	4	0.15461	1.0755	0.14678	0.33213	0.28214	0.9996	0.092975	0.6455	0.48633	0.64804	0.5186	0.83348
ACAD8	6	0.15158	1.0437	0.082907	0.23906	0.29664	0.9996	0.06198	0.42675	0.56474	0.71396	0.66956	0.88866
NDUFAB1	6	-0.021744	-0.090333	0.86694	0.93052	0.92802	0.9996	0.16952	0.70403	0.12595	0.28337	0.48142	0.82094
MIER1	6	0.1524	0.40722	0.081844	0.23732	0.68384	0.9996	0.029336	0.077871	0.77452	0.86523	0.93793	0.98246
ZDHHC20	6	-0.071611	-0.13058	0.46642	0.65853	0.89611	0.9996	0.06591	0.11955	0.54256	0.6963	0.90484	0.97297
TRIM49D1	3	-0.14148	-0.34914	0.29911	0.51258	0.72698	0.9996	0.29049	0.72008	0.061069	0.18504	0.47148	0.81744
LILRB5	6	-0.32681	-1.154	0.00043482	0.0094241	0.24849	0.9996	-0.29072	-1.0222	0.01633	0.080823	0.30667	0.75928
QTRT1	6	0.03633	0.18546	0.64069	0.79142	0.85287	0.9996	0.30325	1.5493	0.0060392	0.044803	0.12131	0.69315
SPATS1	6	0.12776	0.65139	0.14175	0.32564	0.5148	0.9996	0.09243	0.46999	0.39656	0.57167	0.63836	0.87737
hsa-mir-3151	4	-0.24001	-0.82949	0.039376	0.15334	0.40683	0.9996	0.23923	0.82895	0.074258	0.20686	0.40713	0.79393
AP1AR	4	0.08937	0.26715	0.3812	0.5853	0.78935	0.9996	0.28702	0.85767	0.031549	0.12153	0.39108	0.78572
PRR5-ARHGAP8	4	0.22788	0.38522	0.038458	0.15064	0.70007	0.9996	0.29143	0.49077	0.02952	0.11705	0.62359	0.87251
CINP	6	-0.076354	-0.39465	0.43565	0.63197	0.6931	0.9996	0.16109	0.83289	0.14615	0.30994	0.40491	0.79289
EIF2S1	6	-0.0022783	-0.0072633	0.96517	0.98501	0.9942	0.9996	0.23534	0.75152	0.032805	0.1245	0.45234	0.81131
ATP6V0A2	6	0.27081	1.6722	0.0022708	0.025269	0.094477	0.9996	0.14234	0.87581	0.19572	0.37056	0.38113	0.78085
hsa-mir-548x-2	4	-0.10705	-0.64454	0.36482	0.57081	0.51923	0.9996	0.068944	0.41509	0.60199	0.74145	0.67807	0.89192
RASL11A	6	0.31051	1.254	0.00096628	0.015552	0.20983	0.9996	0.021809	0.087854	0.82612	0.89788	0.92999	0.98052
TMC4	6	0.095721	0.65419	0.26433	0.47553	0.51299	0.9996	0.4038	2.7631	0.00024157	0.005423	0.005726	0.57842
SERINC3	6	0.16784	0.96857	0.056044	0.18905	0.33276	0.9996	0.14852	0.85575	0.17789	0.34947	0.39213	0.78624
KIAA1549L	6	-0.04917	-0.3669	0.636	0.78928	0.71369	0.9996	-0.06831	-0.5079	0.57305	0.7202	0.61153	0.86854
HIST2H2BF	6	-0.10715	-0.51493	0.26906	0.48092	0.6066	0.9996	-0.1538	-0.73742	0.19997	0.37545	0.46087	0.8131
TGFBR3	6	0.17405	0.91345	0.047154	0.17114	0.361	0.9996	0.12457	0.64918	0.25708	0.43733	0.51623	0.83243
AAK1	6	0.031758	0.1533	0.67712	0.81753	0.87816	0.9996	-0.22729	-1.0808	0.058073	0.17884	0.2798	0.74818
FUNDC2	6	0.19831	1.22	0.02377	0.11044	0.22245	0.9996	0.18451	1.1314	0.09513	0.23948	0.25789	0.74099
TCTN3	6	-0.055986	-0.29283	0.58218	0.751	0.76965	0.9996	-0.020566	-0.1075	0.87999	0.93176	0.91439	0.97602
ZDHHC2	6	0.33563	2.3551	0.00043482	0.0094241	0.018517	0.9996	0.20679	1.4503	0.062325	0.18726	0.14698	0.70541
AUP1	6	-0.2047	-1.3502	0.029906	0.12896	0.17695	0.9996	0.18617	1.2307	0.092666	0.23592	0.21845	0.72999
RPS8	6	0.192	0.51813	0.029278	0.12678	0.60437	0.9996	0.41077	1.1089	0.00019326	0.0046296	0.26746	0.74484
hsa-mir-6876	4	-0.026976	-0.14037	0.85844	0.92561	0.88837	0.9996	0.062892	0.32714	0.63209	0.76416	0.74356	0.91785
hsa-mir-658	4	-0.03895	-0.12452	0.77491	0.87808	0.9009	0.9996	0.54641	1.7575	4.83E-05	0.0020576	0.078833	0.6553
C6orf58	6	-0.033137	-0.18066	0.7679	0.8738	0.85664	0.9996	-0.097951	-0.53061	0.41357	0.58622	0.59569	0.86112
TRAF3IP2	6	0.017489	0.099032	0.79215	0.888	0.92111	0.9996	-0.38338	-2.1482	0.0018842	0.019837	0.031697	0.64072
BACH2	6	-0.044972	-0.27925	0.66953	0.81174	0.78005	0.9996	-0.26607	-1.6302	0.028264	0.11399	0.10306	0.67914
hsa-mir-8079	4	0.055365	0.25391	0.56745	0.74012	0.79956	0.9996	0.17357	0.79549	0.19615	0.37115	0.42633	0.8004
IL21R	6	0.031785	0.21275	0.67688	0.81734	0.83152	0.9996	0.14253	0.95334	0.19543	0.37025	0.34042	0.76992
hsa-mir-154	4	-0.058268	-0.26632	0.64629	0.7954	0.78999	0.9996	0.23064	1.0544	0.085999	0.22612	0.29172	0.75228
GOLGA2	6	-0.098897	-0.60755	0.3094	0.52197	0.54348	0.9996	-0.036564	-0.22393	0.77225	0.86349	0.82281	0.94604
CNN3	6	0.23283	1.2428	0.0088897	0.061354	0.21395	0.9996	0.095605	0.5087	0.37936	0.5557	0.61096	0.86834
CXCL11	6	0.14957	0.7613	0.08711	0.24571	0.44648	0.9996	-0.095435	-0.48103	0.42574	0.59666	0.63049	0.87552
IL22	6	-0.052816	-0.34113	0.60629	0.7686	0.73301	0.9996	0.403	2.6156	0.00024157	0.005423	0.008908	0.59453
hsa-mir-1254-1	4	-0.14114	-0.40137	0.22679	0.43315	0.68815	0.9996	0.28329	0.81878	0.033578	0.12639	0.41291	0.79654
MAP3K9	6	-0.0041846	-0.027065	0.98106	0.99209	0.97841	0.9996	0.20338	1.3154	0.066576	0.19428	0.18836	0.71601
FABP5	6	0.12037	0.67938	0.16403	0.35509	0.4969	0.9996	0.16563	0.93274	0.13499	0.29547	0.35095	0.77372
YIPF3	6	0.074093	0.39843	0.37839	0.58261	0.69032	0.9996	-0.074792	-0.3992	0.53483	0.68908	0.68975	0.89674
DPCR1	6	0.19291	0.99179	0.028698	0.12516	0.3213	0.9996	-0.032867	-0.16814	0.7966	0.87922	0.86648	0.96114
ZNF516	6	-0.22322	-1.2764	0.017248	0.089789	0.20182	0.9996	0.030041	0.17184	0.76954	0.8616	0.86357	0.95988
ASTE1	6	0.0482	0.31639	0.55005	0.72683	0.75171	0.9996	-0.030368	-0.19908	0.81361	0.88992	0.8422	0.9526
MMGT1	6	0.46402	2.5447	0	0	0.010936	0.9996	0.16716	0.90943	0.13127	0.29015	0.36312	0.77574
hsa-mir-5091	4	0.086516	0.35344	0.39521	0.59813	0.72376	0.9996	0.040971	0.1662	0.74896	0.84781	0.868	0.96117
hsa-mir-7159	4	0.05068	0.33171	0.59721	0.76213	0.74011	0.9996	-0.18285	-1.1829	0.22113	0.40009	0.23683	0.73289
CDX1	6	0.1787	1.1271	0.041308	0.15728	0.25969	0.9996	0.41931	2.6448	0.00014494	0.0037406	0.0081744	0.57842
OR6M1	6	-0.10439	-0.908	0.28186	0.49428	0.36388	0.9996	-0.014736	-0.12811	0.91975	0.95486	0.89806	0.97088
DTNA	6	0.0042587	0.02308	0.90337	0.94996	0.98159	0.9996	0.22764	1.2339	0.039279	0.14083	0.21725	0.72999
ADTRP	6	-0.25262	-1.5764	0.0082617	0.05919	0.11493	0.9996	-0.11816	-0.73665	0.32409	0.50429	0.46134	0.81349
hsa-mir-5695	4	0.15242	0.66477	0.15195	0.33861	0.5062	0.9996	-0.11371	-0.49438	0.44521	0.61368	0.62104	0.87124
COQ2	6	0.27583	1.1685	0.0021741	0.024834	0.24261	0.9996	0.22887	0.96091	0.037781	0.13657	0.3366	0.76831
SOX10	6	-0.025859	-0.14052	0.83018	0.90963	0.88825	0.9996	0.04592	0.24922	0.66354	0.7881	0.80319	0.93984
GABBR1	6	0.097544	0.79871	0.25548	0.46582	0.42446	0.9996	0.044772	0.3652	0.6706	0.79259	0.71496	0.90666
C1orf94	6	0.28865	1.1916	0.001546	0.020619	0.23342	0.9996	0.13865	0.56209	0.20804	0.38539	0.57405	0.85298
hsa-mir-3680-1	4	0.18928	0.53791	0.080587	0.23523	0.59064	0.9996	0.61337	1.755	0	0	0.079256	0.65539
BTBD7	6	-0.0099587	-0.051581	0.96874	0.98657	0.95886	0.9996	-0.41116	-2.1156	0.00091796	0.012203	0.034377	0.64072
hsa-mir-1288	4	-0.1006	-0.48608	0.39574	0.59842	0.62691	0.9996	-0.33782	-1.6313	0.027152	0.11173	0.10283	0.67914
MAGEA9B	1	0.04456	0.18099	0.77834	0.88038	0.85637	0.9996	0.24431	0.99231	0.35607	0.53505	0.32104	0.76366
ADRA2C	6	0.44648	1.9404	0	0	0.052334	0.9996	0.24263	1.0459	0.027732	0.1131	0.29562	0.75373
EFCC1	6	0.32061	1.5942	0.00067639	0.012556	0.11088	0.9996	0.25939	1.2851	0.018263	0.087057	0.19876	0.72094
TRIM14	6	-0.058328	-0.23681	0.56373	0.73731	0.8128	0.9996	-0.1805	-0.72705	0.13127	0.29015	0.4672	0.8159
DDX10	6	0.11258	0.73478	0.19214	0.39063	0.46247	0.9996	0.17209	1.1215	0.1202	0.27657	0.26209	0.74376
HYPK	6	0.060366	0.36821	0.46628	0.65841	0.71272	0.9996	0.19732	1.2028	0.07421	0.20676	0.22904	0.73289
SLC12A7	6	-0.098902	-0.37815	0.3094	0.52197	0.70532	0.9996	0.21335	0.81945	0.054305	0.17142	0.41253	0.79654
CFP	6	0.071713	0.33014	0.3939	0.59719	0.74129	0.9996	0.083697	0.38334	0.44198	0.61076	0.70147	0.90085
SUGP1	6	-0.10754	-0.74452	0.26708	0.47854	0.45656	0.9996	0.18646	1.2915	0.09199	0.23492	0.19654	0.72051
GBP2	6	0.19798	1.292	0.024157	0.11148	0.19635	0.9996	0.26429	1.7255	0.015895	0.079719	0.08444	0.65888
IMPDH2	6	0.64258	1.7071	0	0	0.08781	0.9996	0.47641	1.2582	0	0	0.20831	0.72496
LRSAM1	6	0.18673	0.89398	0.033723	0.13885	0.37133	0.9996	-0.027478	-0.12901	0.83254	0.90182	0.89735	0.97075
VKORC1	6	-0.015248	-0.072988	0.92163	0.96038	0.94182	0.9996	0.01021	0.048617	0.90574	0.94706	0.96122	0.98948
WTIP	6	-0.068278	-0.29335	0.49077	0.6789	0.76925	0.9996	0.45633	1.9675	4.83E-05	0.0020576	0.049121	0.64072
IFI27L2	6	0.065481	0.22785	0.43313	0.63067	0.81976	0.9996	0.40794	1.4245	0.00019326	0.0046296	0.15429	0.7059
RNF31	6	-0.16701	-1.0188	0.079235	0.23322	0.30829	0.9996	-0.28984	-1.7646	0.016427	0.080952	0.077626	0.655
hsa-mir-3150a	4	-0.11616	-0.49864	0.32467	0.53489	0.61803	0.9996	0.20316	0.87215	0.13141	0.29041	0.38313	0.78085
hsa-mir-3907	4	-0.080193	-0.2072	0.50739	0.69325	0.83585	0.9996	-0.20441	-0.5218	0.17205	0.34214	0.60181	0.86376
CYB5D1	6	0.14373	0.70781	0.098802	0.26319	0.47906	0.9996	0.49068	2.4179	0	0	0.01561	0.63716
KCNJ10	6	0.25705	1.0277	0.0037685	0.035813	0.30409	0.9996	0.13397	0.53249	0.22258	0.40176	0.59439	0.86087
ZNF281	6	0.088419	0.33331	0.30109	0.51444	0.7389	0.9996	0.049635	0.187	0.63987	0.77024	0.85166	0.95497
hsa-mir-6500	4	-0.19864	-1.0515	0.088463	0.24727	0.29301	0.9996	-0.66091	-3.4786	4.83E-05	0.0020576	0.00050403	0.34474
CD3G	6	-0.22599	-1.3649	0.016185	0.086923	0.17227	0.9996	-0.18932	-1.1424	0.11276	0.26535	0.25327	0.73906
SLA	6	0.29879	2.0375	0.0012078	0.018195	0.041599	0.9996	-0.065215	-0.44336	0.59165	0.73351	0.6575	0.88442
ZNF358	6	-0.091841	-0.40959	0.34462	0.55372	0.68211	0.9996	-0.15849	-0.70111	0.18789	0.36214	0.48323	0.82179
PMPCB	6	-0.29559	-1.2527	0.0020292	0.024194	0.21031	0.9996	0.050752	0.21549	0.63228	0.76416	0.82939	0.9481
CREG1	6	0.2507	1.3916	0.0045898	0.040135	0.16404	0.9996	0.046256	0.25652	0.66117	0.7864	0.79755	0.93788
DOC2B	6	0.11598	0.81409	0.17953	0.37479	0.41559	0.9996	0.22294	1.564	0.044062	0.15172	0.11782	0.693
GPR137B	6	-0.038309	-0.18824	0.72369	0.84779	0.85069	0.9996	-0.17747	-0.87159	0.13885	0.30054	0.38343	0.78085
BRDT	6	-0.059363	-0.31603	0.55638	0.7321	0.75198	0.9996	-0.065567	-0.34755	0.58933	0.73165	0.72818	0.91187
OGG1	6	0.12123	0.41754	0.16064	0.35041	0.67628	0.9996	0.25293	0.8689	0.021934	0.097993	0.3849	0.78161
TAF6L	6	0.11697	0.33534	0.17548	0.36986	0.73737	0.9996	-0.2354	-0.65197	0.04957	0.16191	0.51442	0.83226
